,betweenness_1,betweenness_2,betweenness_3,betweenness_4,betweenness_5,betweenness_6,betweenness_7,betweenness_8,betweenness_9,betweenness_10,betweenness_11,betweenness_12,betweenness_13,betweenness_14,betweenness_15,betweenness_16,betweenness_17,betweenness_18,betweenness_19,betweenness_20,betweenness_21,betweenness_22,betweenness_23,betweenness_24,betweenness_25,betweenness_26,betweenness_27,betweenness_28,betweenness_29,betweenness_30,betweenness_31,betweenness_32,betweenness_33,betweenness_34,betweenness_35,betweenness_36,betweenness_37,betweenness_38,betweenness_39,betweenness_40,betweenness_41,betweenness_42,betweenness_43,betweenness_44,betweenness_45,betweenness_46,betweenness_47,betweenness_48,betweenness_49,betweenness_50,betweenness_51,betweenness_52,betweenness_53,betweenness_54,betweenness_55,betweenness_56,betweenness_57,betweenness_58,betweenness_59,betweenness_60,betweenness_61,betweenness_62,betweenness_63,betweenness_64,betweenness_65,betweenness_66,betweenness_67,betweenness_68,betweenness_69,betweenness_70,betweenness_71,betweenness_72,betweenness_73,betweenness_74,betweenness_75,betweenness_76,betweenness_77,betweenness_78,betweenness_79,betweenness_80,betweenness_81,betweenness_82,betweenness_83,betweenness_84,betweenness_85,betweenness_86,betweenness_87,betweenness_88,betweenness_89,betweenness_90,betweenness_91,betweenness_92,betweenness_93,betweenness_94,betweenness_95,betweenness_96,betweenness_97,betweenness_98,betweenness_99,betweenness_100
236,3328,8535,8579,4687,5969,1679,8231,7040,1621,402,3864,7196,4014,6493,4896,1797,7951,4100,2647,3368,4678,2922,978,7977,733,2974,4837,3145,1873,7433,6887,2563,7103,8651,7938,6312,8509,3275,4975,6216,7158,591,4795,7969,8116,3479,4271,6167,2842,6010,7680,8731,5766,7512,3443,2983,6766,1331,1548,7201,6903,2183,5875,809,116,1677,8087,3998,6755,3697,1624,3370,2895,3690,8085,7166,3265,6406,7375,2195,3372,7991,2651,913,1866,7384,3879,6034,4387,2567,8051,4925,4994,5456,4648,8161,6484,4416,2719,7070
237,2007,5328,3026,2151,2482,805,4175,4329,264,1988,5792,7376,631,3774,1707,1683,8123,4780,149,4171,172,46,2101,5685,5515,69,4956,5436,5022,5861,7806,6867,6099,4212,5430,8579,8255,4665,6936,6167,7166,2299,8276,8946,7034,9130,6620,5884,7363,5475,2008,2310,4720,854,102,7405,2023,4825,3067,4480,4862,4664,2879,3137,2435,1409,3146,1660,7137,8940,9100,6364,4940,2992,5076,6534,6281,3669,8497,8003,8487,5503,5736,5214,1711,5534,8349,2461,8318,2488,4413,8349,4878,3624,8159,8519,8141,5661,5807,4770
238,1502,8482,1263,7347,4736,2488,4721,5522,5366,3182,8402,892,292,1711,1930,5079,8480,4840,4295,5363,7729,5549,4654,2936,7911,2331,4705,1731,7451,4819,1380,8626,5801,8194,8110,7725,8686,3480,2408,6940,8466,6338,7994,5041,7107,4754,7817,6421,1412,6401,8204,7629,5349,8364,710,204,3201,4505,8434,772,6306,14,6944,5703,4189,286,1679,5147,5369,3309,8160,5770,2941,274,4502,7598,7402,2863,4278,1561,3265,4446,8492,2484,8266,6776,5145,944,3264,8088,5539,2468,2948,5142,6874,2955,521,6208,2509,6200
239,7959,7038,4509,5364,7552,5116,2741,9179,9199,2941,1088,3962,1608,3895,51,5090,697,7700,1083,4982,2291,4850,4253,1248,42,8338,4745,2480,7073,6024,5336,1812,5706,2490,1632,4525,4233,3101,3102,6940,8987,7464,5648,5919,6835,6223,7465,9237,3741,9177,5139,6937,8251,8275,8118,6981,7698,8943,109,4449,4884,5097,1931,600,2847,2777,3572,1094,2874,4888,7387,8849,1448,757,8105,1104,347,3006,3552,1916,5238,6017,4766,4716,5179,2762,4754,8179,5550,2690,7703,1457,7441,8159,3616,8448,7720,6658,3993,3879
240,1612,7984,2853,6341,7606,1495,2832,6769,2092,6942,561,66,1767,7656,7886,5532,2978,9125,927,6694,2642,8558,8673,3848,2516,6887,2377,6371,3960,6191,2275,4388,5796,6157,6327,3070,8365,8098,7128,8793,7028,3873,5211,4122,3167,6833,6629,7992,7752,8947,5741,1222,7492,3993,1286,4722,6099,6167,3759,5092,317,1238,5441,2853,6292,3008,2949,1269,6774,3376,3986,8827,8349,2412,6056,5211,7192,6749,1673,2364,7898,6328,1749,3445,483,4814,1862,1061,5978,6803,6715,1605,6212,4028,1328,6117,6667,3862,2866,9139
241,2770,3692,6894,6858,4078,484,4962,6605,7979,7462,3640,6166,2152,8044,61,8542,2868,1273,2456,6663,8072,8346,4311,7477,6521,8300,1983,1878,3829,4863,4135,1641,7594,7966,2535,6170,6129,2284,4194,4518,7773,1882,6657,4029,7392,4588,8036,8075,676,8446,1433,7868,7684,6770,4900,7946,7448,6614,5996,3163,2759,1207,841,7481,8430,677,245,8147,1619,4844,2619,2264,4033,2181,3760,2781,1023,4605,4338,8154,4897,8102,4069,3709,1710,7573,7548,3639,8634,8316,8514,1657,1128,2856,2172,4846,8390,4495,63,4995
242,7520,7565,3881,8072,8930,5051,7575,4929,1750,5130,7942,3588,2613,1679,4957,5185,3351,3299,5970,2589,5614,7574,9226,380,1216,7513,8691,4014,7618,7877,9216,9206,6821,1429,4573,1822,2305,7541,1950,1740,3952,8266,966,7079,5879,6621,7067,7057,4958,3998,6726,9080,3395,7443,554,3405,3339,6985,6831,2861,3873,29,1615,8001,3412,6367,4541,2102,6726,5113,2898,1374,5393,6569,6554,3901,8202,4832,9012,5127,3610,6611,3294,4831,2106,7043,3544,359,2267,7208,8093,2894,803,2479,2743,1836,3321,5037,1861,4514
243,7470,7657,8013,6962,2156,5819,4755,8069,7372,4009,2088,3627,1063,4928,8365,4620,7637,2998,6415,7418,2795,8244,340,7906,1026,3139,2106,6560,1739,264,7810,888,4964,7229,7211,6439,4719,7898,1687,1716,8341,5616,3258,8268,6039,4139,5463,5679,8116,6088,1335,7997,5951,5584,1123,3144,4251,8603,5581,3637,3106,2423,3909,8135,2271,7250,7945,2872,5507,4794,2922,1034,1313,2065,5902,5164,4035,5696,3652,1812,7992,8625,7932,4863,4120,8327,1311,1244,5007,8387,8031,142,2178,2009,7995,4527,4752,5800,1004,4255
244,3615,8519,8694,7593,8854,7879,5151,3621,5709,2829,720,7691,3566,36,0,6983,5703,4130,2859,3570,2008,7915,8756,8690,2536,4149,134,4603,395,706,3518,3537,7938,8347,8614,4774,6673,5756,4282,450,5333,3512,6689,6694,5049,8732,3305,7629,6501,8444,3221,7549,3689,8954,8014,5067,3666,6552,1555,0,2348,4796,7999,453,1170,101,3744,4220,4932,2892,6717,6917,6190,4477,8470,5181,1926,4779,2977,2499,8376,5292,5158,8956,3514,1564,4856,1744,4346,1257,4040,271,352,7762,6599,8412,8040,3036,3229,6631
245,795,5731,2700,8792,3359,3756,6345,3317,4262,4355,1157,4707,2777,796,7760,8362,3908,8282,8050,7850,1096,8734,9015,5888,358,1891,6253,955,781,6529,5788,7496,6511,8663,5092,4500,3384,6030,2484,6548,5979,2339,993,8300,1860,4918,6860,7362,4844,7842,4197,8691,5941,9027,3479,5791,8863,4067,7020,4645,3202,2162,3303,3275,2000,2351,6351,4214,3598,2977,4334,6161,3646,8079,2555,2762,4695,5441,7362,2345,7831,2930,4236,1993,5655,1067,3988,5653,8264,6539,3403,3405,1241,1577,1557,8254,6530,7645,7908,5909
246,1897,5716,6116,3186,5468,2675,7066,7995,5450,6172,2720,8079,4208,1094,170,4666,1989,8287,1615,4474,7644,4819,3260,8062,448,7899,3464,8235,3100,3231,2985,4277,6778,7919,2098,8230,4617,1365,1490,2460,7838,2567,6938,4993,6741,7980,7646,4843,7012,6959,1627,7571,8072,4829,7308,4065,3924,8063,3426,39,2807,4377,6269,5330,147,1107,6938,3226,2167,5901,7784,1583,8548,3680,4919,3791,3820,1388,2579,3939,6974,6210,5349,7659,7903,5696,3051,378,2880,8496,2877,79,2135,3521,8326,7821,6817,5658,8236,7966
247,90,6085,6835,5151,8375,2111,1410,4864,2449,2454,478,5812,4024,4641,1099,189,2005,868,1144,7851,438,6438,436,3999,3467,4547,3523,5438,1800,5229,2003,1798,6313,5020,4760,4036,6317,4512,7858,8283,7510,3365,1620,6728,4055,5667,8026,8839,8778,8707,91,6343,2961,8679,8154,8465,3677,7855,9006,6380,6264,4080,8153,4245,6177,2093,3931,4831,6256,6170,5330,399,2782,5546,5492,8741,4414,8549,7706,1582,8874,9056,5076,2283,3125,8872,3071,6191,1639,7925,6347,3431,1776,4083,8917,5464,3775,2405,352,8283
248,2407,5207,3914,7302,7934,3828,236,3717,7707,5999,0,379,3962,2024,4819,3795,9363,8299,266,8588,5848,2594,79,9171,7232,6754,5200,5904,560,7836,7361,4881,9461,5101,6834,7701,6079,4653,3457,4733,9325,4849,7561,8321,5870,6830,7249,3779,3460,8580,1423,1,74,7220,4653,64,2419,2859,0,56,815,4931,2392,185,2546,1051,5280,0,3547,992,7753,8233,4117,6097,9241,7309,7,371,6678,6737,4351,9127,6195,4928,8995,5987,4976,2568,96,2146,9011,4985,4539,7235,2734,7615,8500,3876,0,4856
249,6719,680,4961,1672,7749,1674,714,7126,2320,7297,5515,274,7447,5462,2794,811,8491,7335,6985,4039,1503,5091,6972,5391,395,3977,6817,3524,1428,2167,3316,1648,1855,7423,7459,6907,7389,3718,4019,2285,8181,4406,3631,5151,5517,7819,8334,8367,2793,8545,139,8121,4494,2320,506,6072,7863,2323,7521,5256,3354,7327,6999,5991,7651,1577,2892,4630,4885,3436,3144,2680,7685,5579,7591,8463,8323,8103,2700,394,1811,6466,2662,5613,3222,7611,6988,1517,3690,8039,6734,2722,6024,1750,1554,5847,8511,7734,6642,5266
250,117,7352,5967,8262,3014,2013,6561,4984,2962,198,6068,557,6297,8418,533,6762,3587,5735,501,6503,9388,7118,7346,6056,3577,5964,4768,8198,281,4018,4020,2134,5253,5630,8666,1099,3804,2916,3024,4238,6202,1730,4327,3551,8316,6971,6753,7442,3676,5912,4790,7567,6663,6956,2930,1483,1875,4305,3325,3980,6337,5578,8336,1105,8286,7624,2602,284,803,4674,9194,2021,3189,6164,8892,5955,207,5993,5655,1114,8294,5475,8838,9298,8514,9142,5808,8290,1209,3499,6091,22,3581,1334,3750,6147,6201,6318,1616,2059
251,7400,4308,189,8153,6225,5897,7589,6896,1557,5914,3922,6316,8289,3802,4321,2028,8432,5723,8836,7681,6465,6456,4155,1893,7014,2453,6053,4399,3253,3898,7472,8055,6399,6107,3341,934,1196,8538,8818,5511,6578,3307,7193,8443,3322,4460,3864,2670,4925,6584,3330,624,1461,3648,7178,382,2836,1921,1261,777,1015,5056,7378,2737,6145,4300,7991,4482,5092,8564,5193,6508,8057,645,2129,2677,4696,5561,1087,3869,8420,6402,8239,4160,6518,4814,2209,1453,5459,5953,3856,7901,7875,660,4520,7362,1922,3900,2778,6528
252,3241,3559,6813,1568,6782,7259,7972,7193,1064,4535,2778,5085,8534,428,3764,7884,6396,1331,3126,3297,8883,4363,331,6171,3611,3564,7896,7636,9093,3535,2334,710,2246,6174,6768,6428,8632,1570,4914,1983,6082,6867,7431,8807,7140,9135,4596,5033,6065,6317,272,3553,7280,2691,7333,7634,7698,1849,2227,6152,8531,6557,3221,911,5845,1596,637,2734,2212,1457,8105,110,6686,2693,6187,6084,2349,4856,3742,4041,6413,6079,7984,3492,2029,905,6651,7738,3411,5889,7235,7221,5502,1016,2994,8145,8831,4059,2979,3448
253,588,7865,8065,5532,2059,3722,8239,1107,8031,1601,1459,3573,3459,636,2350,78,3251,6010,6954,7953,2975,1452,5768,1954,5032,5884,5995,5700,339,8752,2812,5484,1674,5988,4631,6975,7078,4636,5288,4678,3594,6730,6125,8676,4553,8572,4822,3712,1929,8886,1686,5748,6618,5075,3771,2055,5989,8129,6119,195,1905,6744,2702,3540,1462,2546,8700,7724,8628,6608,5143,8210,8440,3986,1477,3939,1984,8594,8496,1994,7523,8045,3934,5129,8858,4788,2382,1216,6167,8157,5831,1443,2659,3222,2644,8246,5896,6546,6083,4579
254,1512,3660,611,1681,4056,89,676,632,1213,7471,1158,3203,7129,3875,7418,4173,4986,8530,4743,1975,5117,7087,7377,8085,1232,4098,2837,768,3497,7413,5928,431,4154,8550,4943,5020,2073,8846,5935,5743,6693,4413,7297,3431,3014,6066,3952,1963,6893,8004,7697,4372,5837,5825,2484,1104,2916,3146,1649,405,1799,3993,2685,674,1421,6569,3187,8756,8608,6026,6162,2548,6803,3470,6952,2984,7041,8212,8310,1532,7213,6952,5350,7783,4235,7484,4556,4140,4948,7471,7428,8522,8478,2953,7179,8460,7939,4460,7121,8017
255,1776,2572,8281,4890,6170,3830,5260,3606,7121,18,1091,1578,56,2080,2591,1476,3349,8174,2649,8281,8253,777,4512,5471,3079,7651,7971,8866,8832,5348,5922,1123,4907,6404,6378,7105,6196,7980,8261,5192,5682,943,6950,5805,3096,8650,3334,5230,7287,8264,4978,3759,7319,6322,5264,949,5723,3694,0,4081,0,34,562,2,6168,7195,1874,47,3872,8684,3650,7059,4148,5222,1858,3686,8792,6836,1832,1705,8328,8342,5092,8515,7289,5397,4493,8842,6073,8040,2131,76,8351,3031,6061,5464,7657,2095,2689,4102
256,3680,5943,2604,2039,5655,5851,706,3676,5816,5631,1508,2965,125,1128,2785,5944,3546,5704,1898,8930,9014,2411,6758,2601,6008,7480,2183,5037,7078,8152,5414,1026,2719,6121,4570,4698,6431,6906,9180,5466,9194,6611,6878,8712,2634,8966,5076,1898,1642,7894,6088,5105,3435,608,5382,3665,3987,6244,1745,5320,2283,873,1418,504,3366,298,401,5467,6775,8788,8800,7952,3740,993,8470,7764,9262,9112,1880,1893,4065,8128,3761,1404,2383,5878,4085,1266,5836,4534,7016,6326,9200,5584,6105,8498,8868,2685,4143,7762
257,1065,5821,5630,7882,6784,7070,1790,4946,4259,6774,8783,265,2566,8665,2641,3207,3658,5392,5943,7457,4300,1021,2152,6441,4246,5637,1026,3659,5495,2615,6344,3037,2774,7134,3187,3685,6477,8426,4688,3507,7519,2924,675,8667,1903,1538,4632,4279,8463,6401,1212,7451,7525,7647,7190,1128,7447,6994,4604,4057,1268,1511,8817,7026,8449,2968,6920,4591,8661,6506,6282,841,5652,479,2118,7423,7824,3486,5990,6473,8763,7651,4853,1778,2847,3804,3236,2589,3443,7615,7541,1073,4390,353,3698,8563,1308,3741,8689,6381
