,betweenness_1,betweenness_2,betweenness_3,betweenness_4,betweenness_5,betweenness_6,betweenness_7,betweenness_8,betweenness_9,betweenness_10,betweenness_11,betweenness_12,betweenness_13,betweenness_14,betweenness_15,betweenness_16,betweenness_17,betweenness_18,betweenness_19,betweenness_20,betweenness_21,betweenness_22,betweenness_23,betweenness_24,betweenness_25,betweenness_26,betweenness_27,betweenness_28,betweenness_29,betweenness_30,betweenness_31,betweenness_32,betweenness_33,betweenness_34,betweenness_35,betweenness_36,betweenness_37,betweenness_38,betweenness_39,betweenness_40,betweenness_41,betweenness_42,betweenness_43,betweenness_44,betweenness_45,betweenness_46,betweenness_47,betweenness_48,betweenness_49,betweenness_50,betweenness_51,betweenness_52,betweenness_53,betweenness_54,betweenness_55,betweenness_56,betweenness_57,betweenness_58,betweenness_59,betweenness_60,betweenness_61,betweenness_62,betweenness_63,betweenness_64,betweenness_65,betweenness_66,betweenness_67,betweenness_68,betweenness_69,betweenness_70,betweenness_71,betweenness_72,betweenness_73,betweenness_74,betweenness_75,betweenness_76,betweenness_77,betweenness_78,betweenness_79,betweenness_80,betweenness_81,betweenness_82,betweenness_83,betweenness_84,betweenness_85,betweenness_86,betweenness_87,betweenness_88,betweenness_89,betweenness_90,betweenness_91,betweenness_92,betweenness_93,betweenness_94,betweenness_95,betweenness_96,betweenness_97,betweenness_98,betweenness_99,betweenness_100
90,98,7192,3628,6024,8416,4003,8367,3806,4018,0,0,1679,1317,1489,1592,5825,8,2518,458,7470,1582,0,5851,5918,3841,7747,8455,7965,485,4332,3290,3914,3604,8795,8333,4192,6229,3732,2848,3523,8287,4904,8499,6607,3757,7701,5663,3909,8765,7641,30,6498,8291,8566,2862,7926,1603,8401,1443,161,1521,4229,3616,7815,6612,8057,3720,6137,6693,8645,8235,5995,0,3730,7569,7404,3659,4839,1079,8468,7272,6596,2998,2184,6777,3615,1577,8121,4274,5719,5634,560,2290,4217,4158,6517,4900,3919,5302,7819
91,4894,3887,4157,4866,852,940,2608,6888,4069,1146,6015,3192,1641,2850,6856,5203,3722,8756,600,2260,6630,8086,5088,8401,692,8586,4054,5304,5278,4796,6947,3966,3225,4855,4930,2526,4809,8822,9136,1757,8936,7601,4671,7184,5255,8764,7292,5722,4573,6750,5005,6674,7563,5437,3127,2192,8840,6330,1059,1846,0,17,6496,1536,1639,6504,65,66,5357,6920,3006,1608,798,1367,9194,8434,9054,4379,4139,5178,7196,9138,6256,1738,5250,5630,2768,3928,6406,6463,3837,3137,8734,3932,3536,8195,8286,6019,1933,6739
92,7022,0,0,3304,7682,0,1360,6,0,8133,7983,97,4436,7432,5658,4041,3796,0,5052,2454,4309,5037,7783,6771,292,7624,4204,5196,8127,6313,16,6115,7720,0,0,14,7510,973,7090,2027,8069,7599,0,8049,5103,7647,3298,8141,0,3784,8447,80,3244,4981,1057,5379,3138,7541,0,0,5756,3940,3023,7586,7501,1476,4985,5182,7491,3486,1458,5245,8135,4990,1249,82,4469,8065,4813,8041,7530,8499,7466,4821,7564,4851,0,7375,2367,7563,6787,7471,7426,3953,7911,8077,8231,7639,0,24
93,6872,1958,7290,741,3041,3314,6368,4773,1071,6926,1145,8830,6199,1311,546,6469,6347,5763,5704,2461,3190,8874,7270,7755,1436,5427,1429,6451,3073,3729,5863,4437,6101,3938,8522,4029,4868,8182,3465,7363,8928,7073,6129,7032,4734,3404,8418,6621,3411,8698,2972,6950,6830,7172,2084,8106,679,5765,2232,440,4117,1500,3381,2478,3079,2955,3041,5746,5180,7347,1776,2574,6531,5885,6576,8356,6057,4534,4875,2619,6934,6894,7771,3060,749,2871,6355,1281,6107,8794,5310,2221,7268,1360,1609,6463,5797,6224,2218,6634
94,11,3672,7358,2552,8600,6802,6678,6972,4535,2526,8612,6631,1204,409,5609,5347,892,1817,3353,4165,1858,7528,5127,3564,6359,3755,568,1066,2096,5203,4047,4258,7402,4501,7426,7508,5437,2841,6339,4127,6295,5281,7679,226,668,6215,2126,3920,3604,5085,0,4416,7554,8345,3926,3000,1945,4461,1441,1738,6891,6547,8504,7005,3107,8640,6127,1119,1897,5222,7727,3682,5202,1137,6352,6339,4944,6287,1821,3640,8622,6440,5143,2922,6046,6923,7374,7122,7476,8706,7306,8151,1584,6166,8686,1265,6519,6216,8578,3755
95,1973,7547,5381,6556,2326,7254,7868,4237,3393,0,7,7385,6475,1905,429,3833,3069,8904,7548,6461,3103,6890,5018,6066,496,3774,2715,4103,631,4407,7740,4336,3030,6015,2398,4428,3565,8858,4820,355,8650,3024,5995,4987,3026,5430,7269,4536,4953,8891,526,1467,7522,7966,5564,5907,3553,1946,97,663,2754,2997,3031,2332,7941,0,588,7488,7632,7795,4049,8939,4477,6610,8282,8708,272,1482,7346,6139,4769,3821,5818,6093,1596,5829,1738,7477,6520,7967,5227,7568,7703,2957,4472,6017,7642,8174,6052,7006
96,6304,6817,5834,7235,8790,360,7768,5874,8378,821,413,8663,1643,4124,8692,8625,8592,5108,7970,2422,8748,494,3650,2009,3070,7,5663,4454,2610,7255,1633,6648,2867,4082,2366,7752,5062,7626,6073,2351,3755,795,4338,1436,7782,2833,7137,3144,2719,4414,6165,2672,7017,7351,1389,1746,3143,8658,6314,6456,4452,4326,3382,7690,2969,778,693,4893,1807,7680,4183,4289,7725,5278,3914,2874,2769,3443,2735,6899,3772,7049,7051,5901,8564,3491,3764,8755,7510,5247,6971,5991,4005,5761,8518,1404,2656,8723,1910,6228
97,1641,7201,8501,7324,7888,3054,3710,5431,7200,0,3948,3202,7967,6477,647,3922,1601,5715,1574,5119,6293,4306,4318,2187,1349,935,2995,1965,646,2341,5962,2278,1677,3058,2155,8423,8015,5844,1855,2818,7910,3281,3162,6804,2912,6750,8365,7186,1184,8313,1629,5440,4079,7449,5279,6703,7541,7548,702,1915,699,7804,7822,5283,3362,524,1884,5134,7100,8301,7137,8113,6758,61,6776,7370,1325,7812,7546,2326,6716,8447,4500,4370,2373,3682,7915,6553,6688,3455,8475,7639,3649,7049,5232,4613,6862,5519,74,8261
98,1981,1648,4017,1462,6001,3600,5879,1070,2753,373,0,2805,2946,8282,2011,7465,4643,1854,7303,3766,6033,4333,9233,3499,6193,1521,4307,2782,1897,7768,7799,252,2879,4020,8068,1609,6105,7893,2732,2649,8037,3426,6629,5700,5134,8054,6259,5927,5,4200,5140,8162,8778,5466,6053,6421,7947,4967,8927,442,8735,322,200,3636,7655,5924,1736,6444,4257,4068,3293,8043,5571,220,1592,4137,5640,739,2905,4477,8276,9245,9082,8060,7314,9023,6045,3884,3619,7794,3887,4295,3721,4933,7561,4087,7730,8743,3396,4275
99,5491,8285,5658,5852,8658,2058,6531,5517,3871,199,8272,8762,7,1434,3585,8101,7883,5558,1996,8858,3703,6309,8180,8317,8278,8477,6902,4823,109,2668,5327,8410,8436,2644,3593,6848,7977,7691,4898,5650,1333,3633,876,5587,8360,1825,5439,6919,4876,8117,2312,7275,2022,8436,2966,1173,2830,2715,11,5360,8350,96,3714,3023,2347,1311,2093,1806,2710,5705,7901,2338,4309,6218,8558,2202,5754,56,4866,3986,1785,3812,5110,332,4974,1002,8199,5285,7570,5538,5876,2804,4716,4126,7348,4702,5633,8385,1194,8219
100,2475,6838,3368,2431,6181,4291,1569,8266,7594,4193,1605,3883,161,8007,8900,8337,3419,7866,1,9088,7031,7955,3412,7854,3990,5567,2787,8566,5537,7290,6275,1592,5416,23,212,442,793,5613,4081,3264,6083,3174,3734,7125,7964,2100,3251,263,1452,5155,7376,5514,8850,3797,1872,2555,4088,4260,8140,8594,5831,6875,3416,6892,4704,7848,5617,1971,73,1281,8560,3684,4502,9034,7097,6137,4027,4026,8486,8622,2689,1186,7922,2742,3302,983,1371,5173,2722,4079,7547,7819,8860,8196,3340,6881,418,5960,4438,3655
101,6037,8700,6410,8354,7864,5503,3675,5916,1254,4388,307,8586,3668,2176,4315,2737,7418,3834,8788,7364,7766,1109,6389,7890,3593,8392,7524,1139,2567,5515,4232,1522,8408,6384,1657,6194,3572,6182,3663,4926,9032,1203,5505,7056,3120,9168,5456,5216,6260,8884,2368,6686,4453,7956,6314,5454,5710,3961,483,4319,5549,3189,1115,1513,1300,5948,5475,629,5867,3534,7988,4804,4235,2338,9112,8788,794,8448,5538,3461,6212,4059,2368,3669,8964,1485,1752,1463,5021,3840,2181,1664,1205,7500,7308,1772,3831,4551,3550,8310
102,1670,5323,1333,7482,5905,4322,7251,5379,3527,1170,3005,8115,2918,2757,1403,3070,5556,1232,5825,7384,5406,1308,5704,7639,5358,8893,8028,527,3291,7941,6866,1144,2217,3767,6248,7128,1168,4123,6360,5324,9015,1757,7347,3619,2447,8895,8213,5382,2873,9107,6837,1672,2367,333,6701,1223,4527,6777,5918,6072,5587,5824,2036,7174,2632,1702,8401,4717,5417,6006,6419,3647,7428,598,7861,8941,8169,4234,6769,2791,9049,7839,5234,8089,6040,6094,2038,1307,3029,5521,2867,1001,5323,3795,1739,2097,8971,5352,1353,7703
103,5738,7608,4398,4629,3722,4575,4903,8427,3746,4077,1843,7586,174,3408,7062,5362,6463,7837,4246,4295,5812,4837,8127,2898,4611,2169,2565,5803,7735,2669,5168,607,3543,8437,1866,5209,5264,6561,3006,1001,8959,806,5327,6034,7684,8799,7763,7715,7527,3500,2380,7753,5998,3495,4147,3349,7312,8275,0,306,74,1160,5249,2710,5714,7759,4114,9041,8403,2974,4322,5617,2403,14,7454,8304,3574,8753,2069,57,4637,8919,3434,6110,7720,6763,1594,247,4361,1668,7811,0,1487,2150,2477,8027,5078,7178,7510,8307
104,6917,3912,5255,7450,5968,4299,5630,8699,2482,7391,7514,6495,130,0,738,2949,268,7741,1815,4102,8551,1904,40,2857,2997,8140,6931,8296,2334,1616,5208,1272,7946,7554,8226,4390,4874,4834,2828,6964,6391,4201,8424,1703,7376,5545,7435,3687,8380,8312,4331,3680,693,6946,5697,5539,8575,2988,4291,4996,2193,566,0,4598,5814,5553,2593,4910,5201,4881,6801,6376,1,1599,539,7598,2048,94,6058,2427,8671,8156,6149,8519,4170,4461,4727,7840,1725,2966,4912,4663,1458,4613,8593,7826,6797,3000,7334,6563
105,1016,4824,7761,7990,8093,7583,3662,4456,3721,8540,229,7934,365,4358,5946,1191,4897,6831,4139,6317,4460,3478,2071,4498,2053,8071,6780,6218,7490,2239,5125,485,2828,8602,3036,5219,2426,2150,5182,2962,8452,4698,4440,4714,3602,6855,8360,6036,1154,3393,88,5978,7844,7533,8254,2662,3966,4152,254,3987,699,4626,2643,1359,2449,7555,7435,2906,7606,6314,3548,7282,8180,1709,8055,8276,6826,6300,1531,3004,6782,8167,7451,4129,4666,7566,3495,7794,5168,2703,5299,1451,6688,2500,6283,5925,6824,7904,234,1567
106,2636,4675,1253,878,6078,2642,2123,7199,5878,4051,6000,8335,1281,6154,1904,6032,7219,7742,2537,498,5200,6502,1534,4816,2619,4562,6661,4234,124,5708,5605,7875,7615,2405,5519,1867,5729,6527,1558,1905,9049,2063,7395,8107,4732,5818,8171,3426,3652,7995,3653,1867,4310,3867,4768,7233,5356,5803,4118,2672,8365,208,7779,5875,1800,1607,7576,1645,7963,8229,5809,5887,1750,6553,7611,9105,2333,8505,6475,5676,8169,3314,5428,3532,7810,4272,1893,4119,7297,5649,8513,2281,1961,7594,3060,8083,2051,4683,4452,2418
107,1063,5722,3653,5378,7716,4797,8862,2768,6842,3602,1304,8110,48,2612,6794,1882,19,2395,2336,3861,4282,6975,5647,422,6750,5455,786,4043,8282,3552,4891,4349,7066,5798,7368,4746,2443,5569,8942,3896,7264,851,3769,1931,2381,5528,8239,4224,3452,6929,1950,3510,3031,7166,3153,6123,7470,7253,2808,1449,4678,526,635,2260,7534,111,8110,7406,3785,7030,7437,1948,8650,7128,7100,7995,5669,1889,8733,4222,1498,7804,7504,2494,7060,7483,3508,6361,5368,7576,7082,8700,7998,944,3334,4414,8154,3559,3160,7110
108,2253,993,338,3444,3529,0,1310,3103,5505,3795,285,5196,1308,1833,8078,8267,8593,6455,6821,3420,6934,9191,8497,8661,3078,6627,1072,3840,3306,7380,5362,3636,6998,9251,8165,8245,5262,1594,2446,5177,5312,5457,3638,9173,6972,6437,4909,5086,8075,8115,1445,3342,2698,2809,5107,53,6033,4719,297,183,4106,1254,1590,687,4919,1638,4257,2196,8115,8107,5424,5415,3783,3307,7178,5261,3079,6232,7271,7424,3627,8559,6975,3554,5201,4892,5336,4512,4488,8333,8595,1827,1441,4474,6880,9149,8505,5126,2985,8307
109,1380,8602,8379,8235,8541,3828,4346,7195,3861,8389,5996,4367,4064,1629,6682,7462,447,7219,3614,6094,7589,2186,2590,690,1029,1907,4676,5920,2374,7679,4235,8109,8508,3925,645,5130,7499,457,8013,410,8337,1591,128,7293,5698,1804,3438,3466,2824,3043,2263,3950,2332,8403,8487,3897,6154,7315,3829,3098,7163,4045,3419,4605,8001,6486,8191,5032,3039,7069,8160,3449,1150,0,7292,3708,3214,8279,4639,261,4103,4673,7275,4596,7921,6700,7366,8106,4398,6660,4573,559,8495,318,2769,7407,7583,6383,992,1369
110,2608,2032,4436,1883,4016,3588,1404,4658,1020,2134,1662,4836,867,2187,2387,4483,5342,7564,1392,7104,6689,5048,7737,8710,1,9221,5321,7327,5899,3125,4459,1204,6273,5993,7379,6713,7926,4941,4116,5084,6047,999,8426,4465,9037,4427,4522,4999,7884,9101,2957,5198,3487,991,3560,4430,5278,7888,1851,241,2843,501,2678,3942,102,1553,2225,1150,3677,5110,3307,8130,4469,3917,7327,9237,6325,8611,5192,4902,9013,9173,4598,5916,3239,7799,5481,2019,8806,7451,7829,2386,4159,2313,4841,7287,7658,6784,8032,9317
111,2899,6941,4740,8769,5800,5622,5797,8621,4185,0,172,8761,5752,890,337,7018,5917,8495,306,8897,6308,1634,5319,857,3913,2867,667,8535,2290,1722,2388,7497,3418,876,7524,3917,5240,8156,8397,5937,3059,2605,6790,3236,8797,6204,6386,7403,7010,3611,6610,6241,6275,5385,6005,7255,6665,8437,6871,4754,707,2366,392,1960,5352,1764,2676,32,2772,8605,8411,8849,1693,8343,3865,7345,2566,3644,2612,5558,4810,5763,8252,1729,2189,2598,2502,6360,4120,1666,3640,5562,6966,2778,7157,5258,8313,6930,4012,865
112,3598,8291,7911,4915,3002,2006,8427,8347,4959,194,226,640,3960,3864,3407,6758,5343,9197,6802,4675,8815,5356,8923,3352,1111,4202,3453,9285,2977,4136,2056,1155,2264,6562,5311,1161,8341,3638,3910,197,5209,8829,6479,7367,7831,7577,5463,5628,1809,8139,6584,6639,8825,3393,5767,4822,8093,7186,0,0,148,3099,3131,581,1851,2114,1175,5410,6164,9365,6045,5325,7254,6486,468,2532,3303,6355,3307,1071,3770,6957,4139,3539,3967,4401,8259,8767,515,8331,3862,2074,3492,5947,8777,6660,9113,6699,4662,4595
113,2874,5748,5866,6633,2799,529,6976,6165,513,844,3646,8606,912,8943,6471,4892,4015,8588,2357,7880,7238,3564,2680,4520,7184,2165,7282,2526,5505,5020,6117,5476,5964,7317,6570,2173,5468,613,75,1722,8568,3262,7012,7835,8927,5599,7320,5388,3946,6354,8034,399,4897,7444,3240,4832,3346,6879,0,47,7880,7652,7348,6706,2385,130,2121,1926,5762,4987,6830,4271,8159,509,2642,0,5439,6318,2716,781,8159,4351,8943,4731,8026,6732,3492,2319,3971,5034,6947,4437,4220,5375,4794,8189,3376,2211,4424,4468
114,261,5540,6378,4762,8696,2698,8065,2682,1319,7090,7520,5223,6919,6317,6687,1136,1774,4557,5645,4238,2574,552,2155,3280,8619,7779,422,6299,8492,6664,4753,1772,1130,4882,1193,7139,2446,5073,4794,2241,2886,1428,4494,5928,2237,8278,3318,3333,1777,8625,4596,2552,3660,8588,8099,3795,5008,1857,8825,5048,6396,2482,1620,6201,5643,8005,543,3773,6341,4706,1524,5213,2097,5791,6827,4987,8644,1688,710,1227,8238,8795,6384,6394,6887,7975,4602,6163,7349,5771,6568,7837,4620,2419,4318,6903,4606,7575,4396,8577
115,1250,6946,3117,6637,6313,4021,3724,8330,7433,36,4493,784,5867,456,7605,2225,5079,8356,511,7822,7679,7290,7114,6625,1082,3964,1386,6253,7026,1296,2709,1812,2357,4498,2570,5799,8005,4911,5606,5783,8644,3767,7712,7505,7470,8447,1541,4965,2132,6772,493,5647,5011,6407,3629,7614,8160,6599,1504,1229,5509,2459,992,750,3197,3203,7747,16,9097,9089,7941,2108,7310,4649,4017,5029,6503,5488,4157,2619,7073,8294,1995,1348,3690,2724,8098,3245,5875,7167,3587,2438,4400,6188,3513,7975,9147,5156,2439,7304
116,1317,5393,6724,3372,4827,4774,5736,2441,2343,7727,1869,647,3775,7689,4987,280,4119,1636,2734,3056,11,3622,2268,8701,7748,8653,7800,770,770,2758,5381,834,1835,2338,6861,6785,6822,1188,4875,3985,8789,5035,8314,8649,6328,8462,8629,5005,8704,8456,668,5285,1844,5480,3215,7576,2018,5854,5404,2393,7436,2555,762,7755,670,4447,6261,7713,2346,4494,988,6518,3276,1263,8416,8875,4861,6444,2470,3348,8792,6381,7670,7625,7820,7853,3934,4650,2752,4492,3517,2905,4391,542,8805,5214,7989,5876,8707,6501
117,3683,6544,1541,5317,7124,5441,8248,7668,1193,1414,623,3531,3593,6831,674,6520,651,3153,3970,3663,4109,3237,7088,6425,8806,6537,6458,2102,2206,6532,3180,6278,4051,6624,6339,3355,6091,6187,1948,6652,6631,1439,6104,8226,6650,8905,8904,6104,8470,5844,3128,5969,6417,5791,6490,8807,5036,1237,556,15,235,3058,801,811,1606,6228,6189,6837,1828,2927,8568,8566,1938,2545,6420,3292,36,8340,6306,3361,7255,4976,6572,8128,6438,8664,2434,5507,2643,6921,6504,2270,5295,6558,3085,2924,5509,8302,1935,4275
118,2524,4443,3444,6243,4581,8586,8220,7342,3053,1967,581,1323,898,2343,4665,3239,4345,6926,258,8981,7133,158,1187,1542,34,6946,299,6213,8669,8769,1850,5636,1755,4502,137,6996,8298,2320,2105,6230,5912,1229,1166,6328,2395,8901,7328,4081,3813,3526,6950,5056,2311,4194,8941,8072,8034,7359,5075,3425,5706,5482,2148,3700,1891,4885,4124,91,7964,5479,7513,7319,6145,6966,212,7234,6072,2797,2379,572,6735,6984,3791,5001,7103,6131,8298,8132,8867,3675,7437,3462,7145,5426,4609,6675,7039,5720,7335,4813
119,2553,5113,1010,5977,6106,5851,748,7381,7269,2251,4626,6591,2539,6996,2051,7265,3133,7626,8362,7980,5733,2549,7178,3995,2545,6439,1948,7094,5013,1014,4078,2830,6583,4843,3463,625,2201,8503,8064,351,6579,5120,6012,8739,8172,5966,1198,721,3532,6011,900,3743,6169,5270,5887,1165,3459,2831,5001,896,4332,1115,7167,6904,4735,4368,1131,3643,8783,5716,6102,5082,5701,4794,8555,2587,6204,8268,2124,917,5828,4288,7037,7351,5939,4713,4337,6888,914,4693,8118,3549,7716,6195,7441,8384,7341,1951,5130,4942
120,311,7366,8757,3361,4326,1681,3011,6342,8313,8221,6661,3093,7961,4979,9241,4779,7242,4097,2907,4483,3587,4510,1832,1762,172,4609,2029,1229,57,6306,1013,4654,4014,7450,1612,7067,7177,3826,4015,4909,5756,6859,4796,4697,5007,6046,5390,6761,121,4072,88,4486,7165,3225,5594,6668,3139,8651,7745,6815,1714,2414,9235,7707,6905,8643,8469,4834,9213,2467,2189,4004,3946,1102,5192,2845,2676,6533,3299,702,8059,8855,4752,6948,6839,9197,5559,7043,1131,8317,6135,202,2868,3620,2118,3789,8397,9211,1369,2691
121,2928,6745,6423,4385,1348,2935,5042,2598,33,729,4869,2226,2110,5710,2453,8972,7226,2197,1377,4467,3162,7324,7063,8962,7581,9220,2168,4055,6647,5756,5620,3838,8731,6235,5946,4112,5560,1851,5561,3938,8842,8053,2451,1511,8920,3198,6556,8610,1974,6946,4939,4132,6407,9122,1147,1252,6058,2724,8608,423,5931,5623,3355,6814,5005,8878,7546,4169,3704,1488,444,6824,7435,6331,8125,1064,9030,8934,97,0,3891,7493,5188,6716,2130,5103,798,7523,985,7270,5504,3689,2360,6586,629,6429,5732,4558,86,7306
122,3406,7649,5760,7259,7247,3267,809,3428,3982,2016,0,3957,0,6145,9193,4581,0,8609,2252,6555,7691,3601,4445,365,6807,3505,6323,861,0,7553,5397,5511,8693,3834,4747,4349,0,5293,6145,2215,7161,7869,7039,7221,7379,2514,5371,4185,3425,25,7155,5597,8669,8553,1767,2372,2673,6679,2616,0,1828,41,0,2102,4939,9291,3435,2478,8469,9113,6561,25,8561,8459,7287,4215,0,2864,9263,7445,7149,7761,9151,3884,808,7209,625,2822,7103,6193,8661,6435,5,9019,6641,3865,6439,5431,3294,918
123,1947,5447,1052,6262,7061,6193,8855,2102,8247,150,555,6198,4506,2883,232,5438,4781,5331,4034,6506,8676,6234,1921,3823,2,7855,3317,3028,6552,8208,3828,953,6390,5515,5812,5091,7963,4593,5226,2631,8750,1373,1472,5204,6708,8582,5562,6280,4083,8616,2066,3727,4455,2927,2711,7908,1535,2280,51,2,7532,5628,1437,585,6963,5636,3281,2105,5165,5251,6223,6723,5152,5895,792,8640,3078,6174,3956,2014,7424,8915,7527,6940,3175,7522,6221,1279,8500,5006,8560,2795,2623,8177,5157,4431,6578,5298,5537,8546
124,6501,6260,6406,6458,4119,9075,8779,6068,1305,2164,4397,6462,7416,7113,511,2167,769,8163,5137,2720,3371,1320,8603,4544,2943,194,3958,5439,9109,6372,7199,1997,4524,4454,1859,4150,9043,2264,2107,1630,5216,8071,4410,8169,5340,7597,8115,7068,9243,4060,9207,1312,1060,4384,7625,1563,1283,5467,8681,8749,3168,824,2166,2710,6528,497,4089,1614,4061,3135,4030,8091,4271,1756,2822,9137,6585,6280,7291,7717,4360,2135,1490,6091,2791,3243,7613,1501,5386,1280,5202,9337,6744,8631,4064,931,3922,5225,6306,7713
125,1278,6441,2457,4589,8872,2408,3213,6759,9042,1342,177,5993,7668,5483,1901,6575,1477,6651,1286,4075,607,3094,2497,4672,2,6992,7801,22,397,1659,9140,3622,5167,5332,5406,3223,7648,6193,3187,753,9068,2226,8812,5966,7670,8738,7772,5709,7758,3725,2473,3731,4977,5797,8241,8438,5246,8278,0,1178,4739,7899,5540,3873,5019,3246,2697,5140,1461,6253,9094,7345,2630,5766,7636,4625,62,5500,6085,2579,2595,8374,4616,5598,3547,5073,7546,1860,2291,4577,7441,1438,6601,7477,7911,2882,8098,4447,4702,6625
126,5857,5699,1137,7216,1800,1704,7672,2130,46,400,0,4839,6016,1794,2737,7347,2540,8675,3704,6587,8971,8383,4517,7024,5587,7376,6200,2484,1751,4698,2419,1933,4659,8151,1206,3836,8766,4484,9329,3819,4490,6432,8533,2775,5392,7845,4793,9090,5412,4878,2035,5746,3549,5508,2815,1693,5912,4800,16,6411,5453,3402,2619,2158,4638,2661,5294,1501,8606,7973,9233,4986,8955,8669,8020,481,1103,7918,4224,1794,2316,8008,7578,6112,2517,6130,143,2288,6845,4663,7904,2265,8399,4158,7568,7036,8317,6473,524,2732
127,3540,5750,970,6726,3422,5070,3055,6047,6791,0,288,0,2046,7617,7373,4000,817,8147,1215,3438,4640,8460,3044,4605,1458,4436,4738,4119,206,1792,8902,4105,5190,8856,7192,7094,2184,4598,6187,4423,3630,7167,7613,5277,4511,8434,7475,6596,8442,6902,2467,2926,1751,8794,7377,7186,2988,4347,6266,691,678,6162,6499,8452,7143,7359,7472,89,4830,5386,3029,7048,3064,1030,2873,3424,2,1969,7430,3792,1322,7473,7284,3812,5812,6919,2652,7741,7601,3981,2020,4032,60,8882,8199,7096,7403,5288,5378,6346
128,1102,9365,6504,7029,3383,295,7872,7573,6913,3387,3056,5323,8681,8365,5635,7841,1363,4512,2182,2980,2780,4516,4276,2623,1034,2545,2037,3231,2088,8909,4614,1144,6951,5591,675,6004,8573,4400,2235,198,5463,4665,3357,4496,7487,1961,6272,4682,3448,2676,6898,5963,8189,3737,1013,1248,8325,8675,108,2689,5657,4348,7541,7839,6561,5880,2813,2000,4918,1549,2217,2712,486,2457,6222,4654,1853,4552,5205,809,4259,9371,8929,6671,6991,8987,7885,8127,5838,8419,8817,3205,3988,7999,8411,6172,4310,7395,1898,7405
129,5203,9260,8306,5288,8670,6195,7097,6022,6448,3300,1692,6680,4125,7007,6839,8598,5084,7420,754,7029,8600,1060,5498,3690,1133,2266,4732,6749,1321,8064,7571,2726,5820,5354,6752,4216,2146,6293,4001,6703,6756,7345,9272,8572,8800,5505,3077,2436,3935,2827,8460,7634,3700,1671,6162,44,1449,697,592,4411,5112,4887,2291,3914,2679,4434,8654,1427,5407,1169,8902,2,5512,699,3713,19,3441,5784,6880,8814,2245,4680,8604,6662,1506,4357,6001,2572,2890,2320,6118,6573,4018,6557,8590,8774,2243,719,3123,1922
130,8462,2441,7613,4277,336,7837,5587,5955,6373,7859,7537,6126,6889,7153,6794,7710,3520,5249,6557,5591,2842,4196,2780,5031,5664,8498,2882,1123,878,8518,0,0,2,0,3438,3843,0,6327,5331,7551,560,4557,2242,7251,8298,7894,8113,1220,2155,236,8211,7794,5191,5513,7765,7685,5737,5440,4722,49,7354,4601,1290,7652,2,7012,6772,164,1740,4190,7992,4483,7734,3343,2588,4140,11,8358,1,8386,5550,5976,4558,2652,4044,5381,0,4719,4385,4364,8526,2807,2917,0,0,8554,5589,7741,6439,8402
131,4530,6231,6251,7902,6582,5388,8986,8399,2671,60,200,6484,1418,2207,6038,9232,1471,3337,7041,6125,5814,1382,5763,6754,2433,7744,6669,9144,3357,1212,5590,3254,2301,3930,3334,3423,9026,838,2221,447,6687,5734,3453,5542,8371,8081,6210,7383,3911,6809,3305,8988,8507,7922,4118,6436,7183,7396,0,6029,1852,5444,3314,3215,3119,5643,8637,2500,5233,988,5307,13,2949,6365,3701,6421,6140,7871,3193,1221,6601,6656,2666,5777,6199,3318,6969,9292,3220,290,2790,1628,0,2865,8567,5859,4197,5583,1512,5630
132,7254,2771,7449,6575,2437,3912,8170,3924,4699,24,3815,2801,3235,7614,5045,4808,3968,5106,6890,6213,6738,14,2201,2988,7062,0,2623,3120,8240,3843,947,8867,4916,6981,3505,5199,5952,7518,6828,6796,6905,7168,4295,9057,168,3888,1895,7412,1676,3822,8729,9057,6923,7290,1845,3175,5224,7061,2303,0,1149,6342,5932,8683,8076,3974,4708,7347,3340,5868,6668,2156,142,7005,117,7932,1479,5998,3671,9079,6479,4778,2584,0,42,7246,4094,5533,2059,3005,5982,8891,5192,8807,6331,8623,0,1978,3135,3878
133,3776,5955,6359,3097,351,3427,3941,451,0,2758,4092,4867,4804,7507,4723,193,1209,3004,5655,2931,7591,1665,6068,7873,1003,7180,1122,2090,6086,2955,4471,7793,3033,2575,1212,908,6305,3195,7080,5844,7516,5560,7431,8932,7583,8711,8056,4880,8094,8794,1789,6027,2374,0,58,749,3090,403,4828,5400,6102,4726,7372,5525,6992,1707,5532,1309,8184,5756,4722,206,7710,7991,5600,7560,3338,9348,5069,8122,8846,7532,4766,5244,8696,2702,3598,4785,2452,5650,9392,4812,7540,4503,7583,7931,5751,1983,3409,6113
134,1455,6372,6980,6150,8072,6766,4650,2860,3305,4322,4184,4616,8677,5476,5951,8642,3514,6818,2302,5976,2600,4509,4380,6850,3713,1631,4021,5510,4133,2812,2079,801,7078,5987,8863,4571,3711,4784,2573,2847,6157,317,8057,7131,6889,8587,2335,6300,4409,8311,595,873,8155,8107,1140,2638,3315,2634,2853,5906,4129,8767,3826,5184,7854,8513,2554,4903,6941,8632,2597,7943,1784,827,7488,7086,1360,7794,1123,3086,8317,7160,693,3838,8477,2719,7866,5169,3310,1053,2524,44,6726,6084,8091,6868,1585,4602,4469,7542
